Name,Operation,Command Sent,Response Received,Conversion,Medium of transmission,Date and Time
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:04
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:06
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:37:10
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:14
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:37:16
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:37:18
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:20
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:24
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:26
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:28
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:30
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:32
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:34
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:37:36
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:38
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:42
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:45
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:46
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:51
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:53
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:55
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:37:56
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:37:59
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:01
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:38:02
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:05
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:06
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:09
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:11
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:13
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:15
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:17
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:20
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:21
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:23
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:38:27
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:30
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:31
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:34
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:35
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:37
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:39
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:41
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:45
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:47
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:49
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:52
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:54
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:56
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:38:58
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:39:03
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:39:04
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:39:06
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:39:08
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:39:10
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:39:12
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:14
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:16
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:20
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:22
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:24
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:26
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:28
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:31
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:32
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:35
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:39
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:41
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:39:43
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:48
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:49
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:51
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:53
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:55
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:58
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:39:59
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:01
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:04
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:05
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:07
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:09
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:14
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:15
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:18
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:20
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:22
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:24
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:26
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:28
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:30
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:32
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:34
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:37
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:38
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:40
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:42
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:44
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:46
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:40:48
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:50
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:53
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:40:54
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:56
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:40:59
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:00
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:02
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:04
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:07
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:08
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:41:11
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:13
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:15
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:41:17
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:19
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:21
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:41:23
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:25
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:27
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:29
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:32
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:41:33
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:35
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:37
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:42
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:44
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:48
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:49
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:41:52
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:54
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:41:56
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:41:58
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:00
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:04
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:06
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:09
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:10
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:13
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:42:14
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:42:16
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:19
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:20
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:24
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:42:26
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:31
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:42:32
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:34
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:36
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:38
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:41
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:42
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:45
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:47
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:42:49
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:42:51
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:53
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:57
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:42:59
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:02
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:43:03
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:05
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:43:07
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:09
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:11
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:13
Tag ID,Read,24110100E1F023,E20047165A206023507D010F,hex as it is,UART,2026-09-09 15:43:15
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:43:18
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:21
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:24
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:26
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:28
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:30
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:32
Tag ID,Read,24110100E1F023,E200470CB5B0602127EB0108,hex as it is,UART,2026-09-09 15:43:34
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-09 15:43:35
